id,level,expression,reading,meaning_en,meaning_zh,tags,source_guid,source
jlpt-n5-0134,N5,重い,おもい,heavy; serious,重的；严重的；沉重的,Genki Genki_Ln.20 JLPT JLPT_3 JLPT_5 JLPT_N5,n(}tZ@Uv29,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0135,N5,面白い,おもしろい,"interesting, amusing",有趣的；好笑的,Genki Genki_Ln.5 Intermediate_Japanese Intermediate_Japanese_Ln.4 JLPT JLPT_5 JLPT_N5,"J&$%9x,#?>",jamsinclair/open-anki-jlpt-decks
jlpt-n5-0136,N5,泳ぐ,およぐ,to swim,游泳,Genki Genki_Ln.5 JLPT JLPT_5 JLPT_N5,bxmTHH/R3s,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0137,N5,降りる,おりる,to get off,下（车、船等）；降落；退出,JLPT JLPT_3 JLPT_5 JLPT_N5,hM4FhZWg_/,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0138,N5,終る,おわる,"to finish, to close",结束；完毕,JLPT JLPT_5 JLPT_N5,D_J6!H@vf*,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0139,N5,音楽,おんがく,Music,音乐,Genki Genki_Ln.3 Intermediate_Japanese Intermediate_Japanese_Ln.3 JLPT JLPT_5 JLPT_N5,fcOO[?V993,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0140,N5,女,おんな,"woman, female",女性；女人,Genki Genki_Ln.17 JLPT JLPT_5 JLPT_N5,d3!7^Z7+&i,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0141,N5,女の子,おんなのこ,girl,女孩；少女,Genki Genki_Ln.11 JLPT JLPT_5 JLPT_N5,n^ma[3kYmi,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0142,N5,～回,～かい,counter for occurrences (~ times),～次；～回（助数词，表示次数）,JLPT JLPT_1 JLPT_5 JLPT_N5,dwW`SX||PF,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0143,N5,～階,～かい,counter for stories (floors) of a building,～层；～楼（助数词，表示楼层）,JLPT JLPT_4 JLPT_5 JLPT_N5,x]4mRhDP?0,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0144,N5,外国,がいこく,foreign country; abroad,外国,Genki Genki_Ln.11 Intermediate_Japanese Intermediate_Japanese_Ln.6 JLPT JLPT_5 JLPT_N5,K:<1s^}$O$,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0145,N5,外国人,がいこくじん,foreigner,外国人,Genki Genki_Ln.15 JLPT JLPT_5 JLPT_N5,mxObbkK7.-,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0146,N5,会社,かいしゃ,"company, corporation",公司,Genki Genki_Ln.7 JLPT JLPT_5 JLPT_N5,owc{ezB4?4,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0147,N5,階段,かいだん,stairs,楼梯,JLPT JLPT_5 JLPT_N5,"ui<=#{,<U^",jamsinclair/open-anki-jlpt-decks
jlpt-n5-0148,N5,買い物,かいもの,shopping,购物；买东西,Genki Genki_Ln.4 JLPT JLPT_5 JLPT_N5,uV:`-T%Eq~,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0149,N5,買う,かう,to buy,买（他动词）,JLPT JLPT_3 JLPT_5 JLPT_N5,Q.3jlQZyvW,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0150,N5,返す,かえす,to return something,归还；返还（他动词）,JLPT JLPT_3 JLPT_5 JLPT_N5,b+[+YOY+dv,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0151,N5,帰る,かえる,"to go back, to go home, to return",回去；回家；返回（自动词）,Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_3 JLPT_5 JLPT_N5,HBCAN.he?j,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0152,N5,顔,かお,face (body part),脸；面孔,Genki Genki_Ln.10 Intermediate_Japanese Intermediate_Japanese_Ln.2 JLPT JLPT_3 JLPT_5 JLPT_N5,MGLL{4`mK@,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0153,N5,かかる,かかる,"it takes (amount of time, money) (v.i.)",花费（时间、金钱等）（自动词）,Genki Genki_Ln.10 Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_3 JLPT_5 JLPT_N5,yajlZ<1W@=,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0154,N5,鍵,かぎ,a lock; a key,钥匙；锁,Genki Genki_Ln.17 JLPT JLPT_3 JLPT_5 JLPT_N5,CBifo1C?=d,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0155,N5,書く,かく,to write,写（他动词）,JLPT JLPT_3 JLPT_5 JLPT_N5,ytOa}oy+zO,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0156,N5,学生,がくせい,student,学生（尤指大学生）,Genki Genki_Ln.1 JLPT JLPT_5 JLPT_N5,"JC,(K4dD==",jamsinclair/open-anki-jlpt-decks
jlpt-n5-0157,N5,～か月,～かげつ,(number of) months,～个月（助数词，表示月数）,JLPT JLPT_5 JLPT_N5,p^^qFJHF)[,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0158,N5,掛ける,かける,"to put on (e.g., glasses); to hang (e.g., on a wall)",佩戴（眼镜等）；挂（在墙上等）（他动词）,JLPT JLPT_3 JLPT_4 JLPT_5 JLPT_N5,J@I.fZoEvE,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0159,N5,かける,かける,"to dial/call (e.g., phone); to sit down",拨打（电话）；坐下（他动词）,Genki Genki_Ln.19 JLPT JLPT_3 JLPT_4 JLPT_5 JLPT_N5,j[@hZ&;%2u,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0160,N5,傘,かさ,"umbrella, parasol",伞,Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5,p_LV=Cf?pc,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0161,N5,貸す,かす,to lend,借给；出借,Intermediate_Japanese Intermediate_Japanese_Ln.3 JLPT JLPT_5 JLPT_N5,yag&XA]F86,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0162,N5,風,かぜ,"wind, breeze",风,Genki Genki_Ln.22 JLPT JLPT_5 JLPT_N5,wPz(SGuAqF,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0163,N5,風邪,かぜ,"cold, flu",感冒,Genki Genki_Ln.12 JLPT JLPT_5 JLPT_N5,"G#zadB[Bd,",jamsinclair/open-anki-jlpt-decks
jlpt-n5-0164,N5,方,かた,-- honorific form for 人 (ひと) --; way of doing,人（敬称）；方法,Intermediate_Japanese Intermediate_Japanese_Ln.4 JLPT JLPT_3 JLPT_4 JLPT_5 JLPT_N5,GtdTiap.Os,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0165,N5,家族,かぞく,"family, members of a family",家人；家庭,Genki Genki_Ln.7 Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_5 JLPT_N5,jwBW:Yf?[N,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0166,N5,片仮名,かたかな,katakana,片假名,JLPT JLPT_5 JLPT_N5,y%B]18.T{|,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0167,N5,～月,～がつ,month of year,……月（用于表示月份）,JLPT JLPT_5 JLPT_N5,x[qBqm:mer,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0168,N5,学校,がっこう,a school,学校,Genki Genki_Ln.3 JLPT JLPT_5 JLPT_N5,jMUlk]n4bL,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0169,N5,カップ,カップ,cup,杯子,JLPT JLPT_1 JLPT_5 JLPT_N5,N>J.3DDIIf,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0170,N5,家庭,かてい,home; family,家庭；家,Intermediate_Japanese Intermediate_Japanese_Ln.3 JLPT JLPT_3 JLPT_5 JLPT_N5,K=/LkA^bE5,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0171,N5,角,かど,"corner (e.g., desk, pavement)",拐角；角落,Genki Genki_Ln.20 JLPT JLPT_5 JLPT_N5,NblB:vgsi`,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0172,N5,かばん,かばん,"bag, basket",包,Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5,M4T~@ehWYB,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0173,N5,花瓶,かびん,(flower) vase,花瓶,JLPT JLPT_5 JLPT_N5,m<:4xC~U|%,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0174,N5,かぶる,かぶる,"to wear, to put on (e.g., a hat on the head)",戴（帽子等）；蒙上,Genki Genki_Ln.7 JLPT JLPT_3 JLPT_5 JLPT_N5,"v~,/++9.ks",jamsinclair/open-anki-jlpt-decks
jlpt-n5-0175,N5,紙,かみ,paper,纸,Genki Genki_Ln.17 JLPT JLPT_3 JLPT_5 JLPT_N5,BZj5w]P?W@,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0176,N5,カメラ,カメラ,camera,相机；照相机,Genki Genki_Ln.8 JLPT JLPT_5 JLPT_N5,m@gkXGnk1!,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0177,N5,火曜日,かようび,Tuesday,星期二,Genki Genki_Ln.4 JLPT JLPT_5 JLPT_N5,rx9;D%FE+1,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0178,N5,辛い,からい,hot and spicy; salty,辣；咸,Genki Genki_Ln.13 JLPT JLPT_5 JLPT_N5,EjaGe<]5<&,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0179,N5,体,からだ,body; health,身体；健康,Genki Genki_Ln.23 Intermediate_Japanese Intermediate_Japanese_Ln.4 JLPT JLPT_5 JLPT_N5,x=d[R_7msH,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0180,N5,借りる,かりる,"to borrow, to owe",借；借用,JLPT JLPT_5 JLPT_N5,EV_.CiOUqY,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0181,N5,～がる,～がる,feel,感到…；觉得…（接形容词词干后表示第三人称的感觉或倾向）,JLPT JLPT_5 JLPT_N5,e--3P:#0au,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0182,N5,軽い,かるい,"light, non-serious, minor",轻的；轻微的；轻松的,JLPT JLPT_5 JLPT_N5,"Q?,F=N/]i*",jamsinclair/open-anki-jlpt-decks
jlpt-n5-0183,N5,カレー,カレー,curry (abbr. for curry and rice),咖喱；咖喱饭,Genki Genki_Ln.13 JLPT JLPT_1 JLPT_5 JLPT_N5,l)iLA}_6t!,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0184,N5,カレンダー,カレンダー,calendar,日历,JLPT JLPT_5 JLPT_N5,"H,vNs@Ml~$",jamsinclair/open-anki-jlpt-decks
jlpt-n5-0185,N5,川; 河,かわ,river,河；河流,JLPT JLPT_3 JLPT_5 JLPT_N5,QzV_(D2VAO,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0186,N5,～側,～がわ,~ side,……侧；……方面（表示方位或立场）,JLPT_N5,ks2wGx4U0-,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0187,N5,可愛い,かわいい,"cute, adorable",可爱的,JLPT JLPT_5 JLPT_N5,"cM$xbG,Do&",jamsinclair/open-anki-jlpt-decks
jlpt-n5-0188,N5,漢字,かんじ,kanji; Chinese character,汉字,Genki Genki_Ln.6 Intermediate_Japanese Intermediate_Japanese_Ln.4 JLPT JLPT_3 JLPT_5 JLPT_N5,"yx;[,(ZC<M",jamsinclair/open-anki-jlpt-decks
jlpt-n5-0189,N5,木,き,"tree, wood, timber",树；树木；木材,Genki Genki_Ln.22 JLPT JLPT_5 JLPT_N5,"Pt,~h2%O9J",jamsinclair/open-anki-jlpt-decks
jlpt-n5-0190,N5,黄色,きいろ,yellow,黄色,JLPT JLPT_5 JLPT_N5,c$:@4*e3c*,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0191,N5,黄色い,きいろい,yellow,黄色的,JLPT JLPT_5 JLPT_N5,yw~rIwG)7I,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0192,N5,消える,きえる,"to vanish, to disappear",消失；熄灭,Genki Genki_Ln.18 JLPT JLPT_5 JLPT_N5,Hl(tY84I}b,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0193,N5,聞く,きく,"to hear, to listen, to ask",听；问；打听,JLPT JLPT_3 JLPT_5 JLPT_N5,CbCe+?lSS(,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0194,N5,北,きた,north,北；北方,Intermediate_Japanese Intermediate_Japanese_Ln.10 JLPT JLPT_5 JLPT_N5,c_4*(T~qY|,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0195,N5,ギター,ギター,guitar,吉他,Genki Genki_Ln.9 JLPT JLPT_5 JLPT_N5,gl.RMMgxvn,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0196,N5,汚い,きたない,"dirty, unclean, filthy",脏的；肮脏的；污秽的,Genki Genki_Ln.16 JLPT JLPT_5 JLPT_N5,gA&c1.)X%=,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0197,N5,喫茶店,きっさてん,café,咖啡馆；咖啡店,Genki Genki_Ln.2 Intermediate_Japanese Intermediate_Japanese_Ln.11 JLPT JLPT_5 JLPT_N5,b3?(}lhy[4,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0198,N5,切手,きって,postal (postage) stamps,邮票,Genki Genki_Ln.5 Intermediate_Japanese Intermediate_Japanese_Ln.3 JLPT JLPT_5 JLPT_N5,GZ2eU+7^)f,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0199,N5,切符,きっぷ,a ticket,票；券,Genki Genki_Ln.5 Intermediate_Japanese Intermediate_Japanese_Ln.10 JLPT JLPT_5 JLPT_N5,i@ntG+Gt0l,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0200,N5,昨日,きのう,yesterday,昨天,Genki Genki_Ln.4 JLPT JLPT_3 JLPT_5 JLPT_N5,"mMKJxv#,<s",jamsinclair/open-anki-jlpt-decks
jlpt-n5-0201,N5,九,きゅう,nine,九,JLPT JLPT_3 JLPT_5 JLPT_N5,PCz+i!/c^t,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0202,N5,牛肉,ぎゅうにく,beef,牛肉,JLPT JLPT_5 JLPT_N5,"HN>QIS,sa)",jamsinclair/open-anki-jlpt-decks
jlpt-n5-0203,N5,牛乳,ぎゅうにゅう,milk,牛奶,Genki Genki_Ln.18 JLPT JLPT_5 JLPT_N5,fkn+n(t~hl,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0204,N5,今日,きょう,"today, this day",今天,Genki Genki_Ln.3 JLPT JLPT_5 JLPT_N5,bCP{!%CS>.,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0205,N5,教室,きょうしつ,classroom,教室,Intermediate_Japanese Intermediate_Japanese_Ln.3 JLPT JLPT_5 JLPT_N5,jd>*%:rgPV,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0206,N5,兄弟,きょうだい,"siblings (humble), brothers and sisters",兄弟姐妹（自谦）,Genki Genki_Ln.7 JLPT JLPT_5 JLPT_N5,tg~Kr0A/Mn,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0207,N5,去年,きょねん,last year,去年,Genki Genki_Ln.14 Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_5 JLPT_N5,zrXmT>AI2s,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0208,N5,嫌い,きらい,dislike,讨厌；不喜欢,JLPT JLPT_5 JLPT_N5,"qw1}y,Um4C",jamsinclair/open-anki-jlpt-decks
jlpt-n5-0209,N5,切る,きる,to cut; to hang up (a phone),切；剪；挂断（电话）,Genki Genki_Ln.8 Intermediate_Japanese Intermediate_Japanese_Ln.12 JLPT JLPT_5 JLPT_N5,A;e]B2v]77,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0210,N5,着る,きる,to put on (clothes above your waist); to wear,穿（上衣）,Genki Genki_Ln.7 Intermediate_Japanese Intermediate_Japanese_Ln.9 JLPT JLPT_5 JLPT_N5,g$-Eqb.V#N,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0211,N5,綺麗,きれい,"pretty, clean, tidy",美丽；干净；整洁,JLPT JLPT_5 JLPT_N5,y:f/R>36c4,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0212,N5,キロ; キログラム,キロ; キログラム,(abbr.) kilo (kilogram),千克；公斤（简写）,JLPT JLPT_3 JLPT_5 JLPT_N5,"v,MI,fa=Pd",jamsinclair/open-anki-jlpt-decks
jlpt-n5-0213,N5,キロ; キロメートル,キロ; キロメートル,(abbr.) kilo (kilometer),千米；公里（简写）,JLPT JLPT_3 JLPT_5 JLPT_N5,I+%u|o<M9),jamsinclair/open-anki-jlpt-decks
jlpt-n5-0214,N5,銀行,ぎんこう,bank,银行,Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5,dJzM6E^Crr,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0215,N5,金曜日,きんようび,Friday,星期五,Genki Genki_Ln.4 JLPT JLPT_3 JLPT_5 JLPT_N5,H)-<3>G;wq,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0216,N5,九,く,nine,九,JLPT JLPT_3 JLPT_5 JLPT_N5,J.@??p5!Es,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0217,N5,薬,くすり,medicine,药,Genki Genki_Ln.9 Intermediate_Japanese Intermediate_Japanese_Ln.12 JLPT JLPT_5 JLPT_N5,e<qA>@afcN,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0218,N5,下さい,ください,(with te-form verb) please do for me,请（动词て形+ください，表示请求）,JLPT JLPT_5 JLPT_N5,wZXS53y~A,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0219,N5,果物,くだもの,fruit,水果,Intermediate_Japanese Intermediate_Japanese_Ln.9 JLPT JLPT_5 JLPT_N5,"ff8}}%,}l0",jamsinclair/open-anki-jlpt-decks
jlpt-n5-0220,N5,口,くち,job opening; mouth,嘴；口；开口,Intermediate_Japanese Intermediate_Japanese_Ln.11 Intermediate_Japanese_Ln.8 JLPT JLPT_5 JLPT_N5,ODcS@5Ag5;,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0221,N5,靴,くつ,"shoes, footwear",鞋；鞋子,Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5,n}XPqtAFrb,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0222,N5,靴下,くつした,socks,袜子,Genki Genki_Ln.23 JLPT JLPT_5 JLPT_N5,"m{wv6,~qH4",jamsinclair/open-anki-jlpt-decks
jlpt-n5-0223,N5,国,くに,country; place of origin,国家；故乡,Genki Genki_Ln.7 JLPT JLPT_5 JLPT_N5,qu43})1T{b,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0224,N5,曇り,くもり,"cloudiness, cloudy weather",阴天,Genki Genki_Ln.12 JLPT JLPT_3 JLPT_5 JLPT_N5,"J%t?_,0ZZ)",jamsinclair/open-anki-jlpt-decks
jlpt-n5-0225,N5,曇る,くもる,"to become cloudy, to become dim",变阴；变模糊,JLPT JLPT_5 JLPT_N5,h68<#-5u4*,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0226,N5,暗い,くらい,"dark, gloomy",暗的；阴暗的；忧郁的,JLPT JLPT_3 JLPT_5 JLPT_N5,l[W6inIL/c,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0227,N5,～くらい; ぐらい,～くらい; ぐらい,approximate (quantity),大约，左右（接数量词后）；像……一样（表示程度）,JLPT JLPT_5 JLPT_N5,i|aE4l1U6h,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0228,N5,クラス,クラス,a class,班级；等级,Genki Genki_Ln.4 JLPT JLPT_5 JLPT_N5,I|[#&/BoM*,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0229,N5,グラム,グラム,gram,克（重量单位）,JLPT JLPT_5 JLPT_N5,wf@~Kdx9Mo,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0230,N5,来る,くる,to come,来,JLPT JLPT_5 JLPT_N5,t8%I(!NKuq,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0231,N5,車,くるま,"car, vehicle",汽车；车辆,Genki Genki_Ln.7 JLPT JLPT_5 JLPT_N5,Dp50G3U@L=,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0232,N5,黒,くろ,black,黑色,JLPT JLPT_5 JLPT_N5,eM3bqzySWE,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0233,N5,黒い,くろい,black; dark,黑的；昏暗的,Genki Genki_Ln.9 JLPT JLPT_5 JLPT_N5,y`TB7E}KvC,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0234,N5,警官,けいかん,police officer,警察,JLPT JLPT_5 JLPT_N5,r|k<lg[-^X,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0235,N5,今朝,けさ,this morning,今天早晨,Genki Genki_Ln.8 Intermediate_Japanese Intermediate_Japanese_Ln.2 JLPT JLPT_5 JLPT_N5,Ojh!YT%>_O,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0236,N5,消す,けす,"to erase, to delete, to turn off power",消除；删除；关掉（电器等）,JLPT JLPT_5 JLPT_N5,kyBQ8>]kOz,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0237,N5,結構,けっこう,"splendid; enough, tolerably",相当；可以；不用了（委婉拒绝）,JLPT JLPT_3 JLPT_5 JLPT_N5,OhYc[d+;sX,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0238,N5,結婚,けっこん (する),marriage (get married),结婚,JLPT JLPT_5 JLPT_N5,yoFb9mQ>xx,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0239,N5,月曜日,げつようび,Monday,星期一,Genki Genki_Ln.4 JLPT JLPT_3 JLPT_5 JLPT_N5,py]#+qmS;#,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0240,N5,玄関,げんかん,entrance (to a house or a building),玄关；门口；门厅,Intermediate_Japanese Intermediate_Japanese_Ln.5 JLPT JLPT_4 JLPT_5 JLPT_N5,nzna3U1d%4,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0241,N5,元気,げんき,"health(y), energetic",精神，健康，有活力,JLPT JLPT_5 JLPT_N5,C6oDoveAM%,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0242,N5,～個,～こ,"counter for small items (e.g., fruits, cups)",……个（用于数小物品）,JLPT JLPT_2 JLPT_5 JLPT_N5,"L)v,!KJ|+1",jamsinclair/open-anki-jlpt-decks
jlpt-n5-0243,N5,五,ご,five,五,JLPT JLPT_3 JLPT_5 JLPT_N5,CPX]&C<[AA,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0244,N5,～語,～ご,"word, language",……语（表示语言）,JLPT JLPT_5 JLPT_N5,OS-NJNma:q,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0245,N5,公園,こうえん,a park,公园,Genki Genki_Ln.4 JLPT JLPT_3 JLPT_5 JLPT_N5,"I!nU=ub,Sv",jamsinclair/open-anki-jlpt-decks
jlpt-n5-0246,N5,交差点,こうさてん,intersection,交叉口，十字路口,JLPT JLPT_5 JLPT_N5,fB2Ek#M/vd,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0247,N5,紅茶,こうちゃ,black tea,红茶,Genki Genki_Ln.13 JLPT JLPT_5 JLPT_N5,k->[;qN`>7,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0248,N5,交番,こうばん,police box,派出所，警岗,JLPT JLPT_5 JLPT_N5,Opg/[%q+N8,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0249,N5,声,こえ,voice,声音，嗓音,Intermediate_Japanese Intermediate_Japanese_Ln.2 JLPT JLPT_5 JLPT_N5,In/Jo>[]?<,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0250,N5,コート,コート,"coat; court (e.g., tennis)",外套；球场,JLPT JLPT_5 JLPT_N5,"e4scbA,t~J",jamsinclair/open-anki-jlpt-decks
jlpt-n5-0251,N5,コーヒー,コーヒー,coffee,咖啡,Genki Genki_Ln.3 JLPT JLPT_5 JLPT_N5,d<P1^SSa-:,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0252,N5,ここ,ここ,"here, this place",这里,Genki Genki_Ln.4 JLPT JLPT_3 JLPT_5 JLPT_N5,Lq)wtpkam*,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0253,N5,午後,ごご,"afternoon, P.M.",下午,Genki Genki_Ln.1 JLPT JLPT_5 JLPT_N5,C_ZC&#?>G!,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0254,N5,九日,ここのか,nine days; ninth day of the month,九天；九号（日期）,Genki Genki_Ln.13 JLPT JLPT_5 JLPT_N5,l7hYJ[~^44,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0255,N5,九つ,ここのつ,nine things,九个,Genki Genki_Ln.9 JLPT JLPT_5 JLPT_N5,DvF}1X8pH=,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0256,N5,午前,ごぜん,"morning, A.M.",上午,Genki Genki_Ln.1 JLPT JLPT_5 JLPT_N5,ue~BwANA9n,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0257,N5,答える,こたえる,"to answer, to reply",回答，答复,JLPT JLPT_5 JLPT_N5,x<$h-)|1km,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0258,N5,こちら,こちら,this person (polite); this way (polite),这位；这边（礼貌说法）,Genki Genki_Ln.11 Genki_Ln.19 JLPT JLPT_5 JLPT_N5,A^:pzWeFGD,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0259,N5,こっち,こっち,this person; this direction; this side,这边；这个（口语）,JLPT JLPT_4 JLPT_5 JLPT_N5,KZ(~KRGBCG,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0260,N5,コップ,コップ,a tumbler; a glass,杯子，玻璃杯,Genki Genki_Ln.14 JLPT JLPT_5 JLPT_N5,fS_r5k@$Y6,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0261,N5,今年,ことし,this year,今年,Genki Genki_Ln.10 JLPT JLPT_5 JLPT_N5,F4V9w7@Age,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0262,N5,言葉,ことば,language; word(s); expression(s),语言；措辞；话语,Genki Genki_Ln.13 Intermediate_Japanese Intermediate_Japanese_Ln.2 JLPT JLPT_5 JLPT_N5,EWtR7eO/R4,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0263,N5,子供,こども,child(ren),孩子,Genki Genki_Ln.4 Intermediate_Japanese Intermediate_Japanese_Ln.2 JLPT JLPT_5 JLPT_N5,CU[{wZ(D{$,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0264,N5,この,この,this,这个（连体词）,JLPT JLPT_3 JLPT_5 JLPT_N5,pPsd:zD9O?,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0265,N5,御飯,ごはん,rice (cooked); meal,米饭；餐食,Genki Genki_Ln.4 JLPT JLPT_5 JLPT_N5,biiyLkNokP,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0266,N5,コピーする,コピーする,to copy,复印；复制,JLPT JLPT_3 JLPT_5 JLPT_N5,pIfdJ-gQ=x,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0267,N5,困る,こまる,"to be bothered, to have difficulty",为难；苦恼；难办,Genki Genki_Ln.16 JLPT JLPT_5 JLPT_N5,QJ1l#P3oS5,jamsinclair/open-anki-jlpt-decks
jlpt-n5-0268,N5,これ,これ,this one,这个（指示代词）,Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5,CY7%/#&PC;,jamsinclair/open-anki-jlpt-decks
